caution_ranking,to_remove,id,author,quote,char_count
5,x,1374,Hannah Arendt,"Poets are the only people to whom love is not only a crucial, but an indispensable experience, which entitles them to mistake it for a universal one.",149
6,x,1375,Hannah Arendt,By its very nature the beautiful is isolated from everything else. From beauty no road leads to reality.,104
5,x,1376,Hannah Arendt,"The monstrous sameness and pervasive ugliness so highly characteristic of the findings of modern psychology, and contrasting so obviously with the enormous variety and richness of overt human conduct, witness to the radical difference between the inside and the outside of the human body.",288
3,x,1377,Jean-Paul Sartre,"Like all dreamers, I mistook disenchantment for truth.",54
3,x,1378,Jean-Paul Sartre,I would like to see the truth clearly before it is too late.,60
3,x,1379,Jean-Paul Sartre,Words are more treacherous and powerful than we think.,54
4,x,1380,Jean-Paul Sartre,I am beginning to believe that nothing can ever be proved.,58
4,x,1381,Jean-Paul Sartre,The worst part about being lied to is knowing you weren't worth the truth.,74
4,x,1382,Jean-Paul Sartre,"In love, one and one are one.",29
5,x,1383,Jean-Paul Sartre,We do not judge the people we love.,35
3,x,1384,Jean-Paul Sartre,"To love is never just to love since it is also to will to love, and ... to love in spite of oneself, to allow oneself to be overcome by one's love.",147
2,,1385,Jean-Paul Sartre,There is no love apart from the deeds of love; no potentiality of love other than that which is manifested in loving.,117
4,x,1386,Jean-Paul Sartre,Love is the desire to integrate with another person.,52
6,x,1387,Jean-Paul Sartre,The real is never beautiful. Beauty is a value which applies only to the imaginary and which entails the negation of the world in its essential structure.,154
3,x,1388,Jean-Paul Sartre,"Beauty is not the object of art but its flesh and blood, its being.",67
6,x,1389,Jean-Paul Sartre,From these few observations we can already conclude that the real is never beautiful. Beauty is a value applicable only to the imaginary and which means the negation of the world in its essential structure.,206
3,x,1390,Jean-Paul Sartre,"Thus, Beauty is neither an appearance nor a being, but a relationship: the transformation of being into appearance.",115
4,x,1391,Albert Camus,"Man is always prey to his truths. Once he has admitted them, he cannot free himself from them.",94
2,,1392,Albert Camus,Fiction is the lie through which we tell the truth.,51
3,x,1393,Albert Camus,The absurd is the essential concept and the first truth.,56
5,x,1394,Albert Camus,There are truths but no truth.,30
2,,1395,Albert Camus,Seeking what is true is not seeking what is desirable.,54
2,,1396,Albert Camus,"I know of only one duty, and that is to love.",45
4,x,1397,Albert Camus,"We always deceive ourselves twice about the people we love--first to their advantage, then to their disadvantage.",113
3,x,1398,Albert Camus,Love is the kind of illness that does not spare the intelligent or the dull.,76
2,,1399,Albert Camus,For there is merely bad luck in not being loved; there is misfortune in not loving.,83
4,x,1400,Albert Camus,"The act of love... is a confession. Selfishness screams aloud, vanity shows off, or else true generosity reveals itself.",120
7,x,1401,Albert Camus,"People don't love each other at our age, Marthe--they please each other, that's all. Later on, when you're old and impotent, you can love someone. At our age, you just think you do. That's all it is.",199
5,x,1402,Albert Camus,"Man is an idea, and a precious small idea once he turns his back on love.",73
5,x,1403,Albert Camus,To abandon oneself to principles is really to die--and to die for an impossible love which is the contrary of love.,115
2,,1404,Albert Camus,"My chief occupation, despite appearances, has always been love.",63
4,x,1405,Albert Camus,"That is love, to give away everything, to sacrifice everything, without the slightest desire to get anything in return.",119
3,x,1406,Albert Camus,"Beauty is unbearable, drives us to despair, offering us for a minute the glimpse of an eternity that we should like to stretch out over the whole of time.",154
2,,1407,Albert Camus,"Man cannot do without beauty, and this is what our era pretends to want to disregard.",85
6,x,1408,Albert Camus,At the heart of all beauty lies something inhuman.,50
4,x,1409,Albert Camus,There is something divine in mindless beauty.,45
3,x,1410,Albert Camus,"Beauty, no doubt, does not make revolutions. But a day will come when revolutions will have need of beauty.",107
5,x,1411,Søren Kierkegaard,"The truth is a snare: you cannot have it, without being caught. You cannot have the truth in such a way that you catch it, but only in such a way that it catches you.",166
6,x,1412,Søren Kierkegaard,"The crucial thing is to find a truth which is truth for me, to find the idea for which I am willing to live and die.",116
6,x,1413,Søren Kierkegaard,"Subjectivity is truth, and truth is subjectivity.",49
3,x,1414,Søren Kierkegaard,"It is not the truth that needs people, but people who need the truth.",69
6,x,1415,Søren Kierkegaard,"The truth must essentially be regarded as in conflict with this world; the world has never been so good, and will never become so good that the majority will desire the truth.",175
2,,1416,Søren Kierkegaard,"To cheat oneself out of love is the most terrible deception; it is an eternal loss for which there is no reparation, either in time or in eternity.",147
3,x,1417,Søren Kierkegaard,"Love is all, it gives all, and it takes all.",44
5,x,1418,Søren Kierkegaard,"Love is the expression of the one who loves, not of the one who is loved. Those who think they can love only the people they prefer do not love at all. Love discovers truths about individuals that others cannot see.",215
2,,1419,Søren Kierkegaard,Don't forget to love yourself.,30
3,x,1420,Søren Kierkegaard,"When one has once fully entered the realm of love, the world--no matter how imperfect--becomes rich and beautiful; it consists solely of opportunities for love.",160
4,x,1421,Søren Kierkegaard,"With respect to love we speak continually about perfection and the perfect person. With respect to love Christianity also speaks continually about perfection and the perfect person. Alas, but we men talk about finding the perfect person in order to love him. Christianity speaks about being the perfect person who limitlessly loves the person he sees.",351
2,,1422,Søren Kierkegaard,"Love does not alter the beloved, it alters itself.",50
6,x,1423,Søren Kierkegaard,To love another person is to help them love God.,48
2,,1424,Søren Kierkegaard,"The highest and most beautiful things in life are not to be heard about, nor read about, nor seen but, if one will, are to be lived.",132
2,,1425,Søren Kierkegaard,"No time of life is so beautiful as the early days of love, when with every meeting, every glance, one fetches something new home to rejoice over.",145
4,x,1426,Søren Kierkegaard,"Adversity draws men together and produces beauty and harmony in life's relationships, just as the cold of winter produces ice-flowers on the window-panes, which vanish with the warmth.",184
4,x,1427,Ursula K. Le Guin,Truth is a matter of the imagination.,37
3,x,1428,Ursula K. Le Guin,"All knowledge is local, all truth is partial. No truth can make another truth untrue. All knowledge is part of the whole knowledge. Once you have seen the larger pattern, you cannot go back to seeing the part as the whole.",222
6,x,1429,Ursula K. Le Guin,"I talk about the gods; I am an atheist. But I am an artist too, and therefore a liar. Distrust everything I say. I am telling the truth.",136
4,x,1430,Ursula K. Le Guin,"For fantasy is true, of course. It isn't factual, but it is true. Children know that. Adults know it too, and that is precisely why many of them are afraid of fantasy.",167
2,,1431,Ursula K. Le Guin,"One voice speaking truth is a greater force than fleets and armies, given time; plenty of time.",95
2,,1432,Ursula K. Le Guin,"Love doesn't just sit there, like a stone; it has to be made, like bread; remade all the time, made new.",104
4,x,1433,Ursula K. Le Guin,"A profound love between two people involves, after all, the power and chance of doing profound hurt.",100
